StopID;DIVA;StopText;Municipality;MunicipalityID;Latitude;Longitude
2;60201421;Venediger Au;Wien;49000001;48.217909;16.3965357
3;60201892;Messe Prater;Wien;49000001;48.2179449;16.4066327
4;60201009;Perspektivstraße;Wien;49000001;48.2179689;16.4013057
5;60200195;Börse;Wien;49000001;48.2157841;16.3648611
7;60201848;Praterstern, Lassallestraße;Wien;49000001;48.219549;16.3937688
8;60201349;Hauptbahnhof S U;Wien;49000001;48.1859187;16.3749761
9;60200619;Julius-Raab-Platz;Wien;49000001;48.2103428;16.3825669
10;60200245;Stubentor U, Dr.-Karl-Lueger-Platz;Wien;49000001;48.2067269;16.3798899
11;60201460;Weihburggasse;Wien;49000001;48.2046076;16.3777519
12;60201193;Schwarzenbergplatz;Wien;49000001;48.2018176;16.3746168
13;60200975;Oper, Karlsplatz U;Wien;49000001;48.2023325;16.3700893
14;60200190;Burgring;Wien;49000001;48.2038113;16.3640885
15;60200246;Ring, Volkstheater U;Wien;49000001;48.2068287;16.3600371
16;60200994;Parlament;Wien;49000001;48.2082715;16.360109
17;60200192;Rathausplatz, Burgtheater;Wien;49000001;48.210253;16.3606929
18;60201184;Schottentor U;Wien;49000001;48.213725;16.3621481
19;60200195;Börse;Wien;49000001;48.2155567;16.3661277
20;60201182;Schottenring U;Wien;49000001;48.2165922;16.3712032
21;60201145;Salztorbrücke;Wien;49000001;48.21415;16.3737544
22;60201198;Schwedenplatz U;Wien;49000001;48.211576;16.3778597
23;60200619;Julius-Raab-Platz;Wien;49000001;48.2111869;16.3833394
26;;Praterstern S U;;;;
27;60201421;Venediger Au;Wien;49000001;48.2179809;16.3973082
28;60201009;Perspektivstraße;Wien;49000001;48.2178611;16.4007757
29;60201892;Messe Prater;Wien;49000001;48.2178671;16.4066327
30;60200274;Elderschplatz;Wien;49000001;48.2178971;16.4118429
31;60200196;Bösendorferstraße, Karlsplatz U;Wien;49000001;48.2012607;16.3705564
33;60200246;Ring, Volkstheater U;Wien;49000001;48.2067449;16.3596149
36;60201468;Westbahnhof S U;Wien;49000001;48.1964526;16.3392411
37;60201575;Schemmerlstraße;Wien;49000001;48.1574201;16.4233504
39;60201349;Hauptbahnhof S U;Wien;49000001;48.1860325;16.3753085
40;60200989;Karl-Popper-Straße;Wien;49000001;48.18741;16.3791173
41;60200619;Julius-Raab-Platz;Wien;49000001;48.2112707;16.3833484
42;60201198;Schwedenplatz U;Wien;49000001;48.2117137;16.3778237
43;60201145;Salztorbrücke;Wien;49000001;48.2138447;16.3742125
44;60201182;Schottenring U;Wien;49000001;48.2170292;16.3709067
45;60200195;Börse;Wien;49000001;48.2156465;16.3660199
46;60201184;Schottentor U;Wien;49000001;48.213731;16.3618068
47;60200192;Rathausplatz, Burgtheater;Wien;49000001;48.2106302;16.3605941
48;60200994;Parlament;Wien;49000001;48.20896;16.3600641
49;60200246;Ring, Volkstheater U;Wien;49000001;48.206709;16.3599113
50;60200190;Burgring;Wien;49000001;48.2040448;16.3634238
51;60200975;Oper, Karlsplatz U;Wien;49000001;48.2024343;16.3686879
52;60201193;Schwarzenbergplatz;Wien;49000001;48.2016858;16.3746886
53;60201460;Weihburggasse;Wien;49000001;48.2043202;16.3776082
54;60200245;Stubentor U, Dr.-Karl-Lueger-Platz;Wien;49000001;48.2068886;16.3803031
55;60200619;Julius-Raab-Platz;Wien;49000001;48.2106242;16.3827824
56;60200544;Hoher Markt;Wien;49000001;48.2113964;16.3718949
57;60200905;Hauptbahnhof Ost;Wien;49000001;48.1845112;16.3805995
58;60200905;Hauptbahnhof Ost;Wien;49000001;48.1845232;16.3804917
59;60201205;Schüttaustraße;Wien;49000001;48.2309078;16.417152
60;60201205;Schüttaustraße;Wien;49000001;48.230854;16.4170711
61;;Gänsehäufel;;;;
62;60201204;Schüttauplatz;Wien;49000001;48.2265334;16.4230539
63;60201209;Schödlbergergasse;Wien;49000001;48.228197;16.4208351
64;60200411;Goethehof;Wien;49000001;48.2295494;16.4191103
65;60200641;Kaisermühlen VIC U;Wien;49000001;48.232709;16.4157596
66;;Kaisermühlen VIC U;;;;
67;60201634;Seidelbastgasse;Wien;49000001;48.2142937;16.4712396
68;60201633;Stavangergasse;Wien;49000001;48.2130366;16.4759916
69;60201507;Haßlwanderweg;Wien;49000001;48.2125937;16.478992
70;;Neue Donau Mitte;;;;
71;60201016;Alfred-Adler-Straße;Wien;49000001;48.182906;16.380869
72;60200641;Kaisermühlen, VIC U;Wien;49000001;48.2328406;16.415535
73;60200411;Goethehof;Wien;49000001;48.2294178;16.4190025
74;60201209;Schödlbergergasse;Wien;49000001;48.2281551;16.4207273
75;;Schüttauplatz;;;;
76;60200883;Mauthausgasse;Wien;49000001;48.187931;16.345691
77;60202951;Haus des Meeres;Wien;49000001;48.1979496;16.3548269
78;;Siebenhirten;;;;
79;60201182;Schottenring U;Wien;49000001;48.2163827;16.3716793
81;60201193;Schwarzenbergplatz;Wien;49000001;48.2010931;16.3747425
88;60200116;Beethovengang;Wien;49000001;48.2597722;16.362777
89;60200457;Habsburgergasse;Wien;49000001;48.2075172;16.3680052
90;60200116;Beethovengang;Wien;49000001;48.259521;16.3627051
91;60200948;Nußdorf S;Wien;49000001;48.2601311;16.3668374
92;60201231;Sickenberggasse;Wien;49000001;48.2581455;16.3670799
93;60200428;Grinzinger Straße;Wien;49000001;48.2544732;16.3651845
94;60200468;Halteraugasse;Wien;49000001;48.2521943;16.3639538
95;60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;48.2491556;16.362768
96;60200439;Gunoldstraße;Wien;49000001;48.2448904;16.3616541
97;60201068;Rampengasse;Wien;49000001;48.2412351;16.3606929
98;60201062;Spittelau S U;Wien;49000001;48.2359939;16.3567672
99;60200786;Liechtenwerder Platz;Wien;49000001;48.2325773;16.3565067
100;60200099;Augasse;Wien;49000001;48.2299923;16.3573242
101;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;48.2257434;16.36116
102;60200112;Bauernfeldplatz;Wien;49000001;48.2210992;16.3607019
103;60201169;Schlickgasse;Wien;49000001;48.2186931;16.3642772
104;60200099;Augasse  (Schleife);Wien;49000001;48.2298546;16.3569918
105;60201193;Schwarzenbergplatz;Wien;49000001;48.2006261;16.3746707
106;60200446;Gußhausstraße;Wien;49000001;48.1971412;16.3754791
107;60201025;Plößlgasse;Wien;49000001;48.1947161;16.3769344
108;60201173;Schloss Belvedere;Wien;49000001;48.1920992;16.3789556
109;60201346;Quartier Belvedere S;Wien;49000001;48.1876435;16.3813901
111;60201346;Quartier Belvedere S;Wien;49000001;48.1877034;16.3815158
112;60201173;Schloss Belvedere;Wien;49000001;48.1917219;16.3793329
113;60201025;Plößlgasse;Wien;49000001;48.1943568;16.3773476
114;60200446;Gußhausstraße;Wien;49000001;48.1981711;16.3751198
115;60200371;Seegasse;Wien;49000001;48.2228588;16.3614295
116;60201169;Schlickgasse;Wien;49000001;48.218747;16.3643939
117;60200112;Bauernfeldplatz;Wien;49000001;48.2206802;16.3608905
118;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;48.2257913;16.3611331
119;60200099;Augasse;Wien;49000001;48.2299623;16.357441
120;60200786;Liechtenwerder Platz;Wien;49000001;48.2325175;16.3566684
121;60201062;Spittelau S U;Wien;49000001;48.235982;16.356893
122;60201068;Rampengasse;Wien;49000001;48.2406847;16.3604413
123;60200439;Gunoldstraße;Wien;49000001;48.2444417;16.3617529
124;60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;48.2487309;16.3626961
125;60200468;Halteraugasse;Wien;49000001;48.2516679;16.3638639
126;60200428;Grinzinger Straße;Wien;49000001;48.2544791;16.3653282
127;60201231;Sickenberggasse;Wien;49000001;48.2578644;16.367008
128;60200948;Nußdorf S;Wien;49000001;48.25985;16.3673763
130;60200371;Seegasse;Wien;49000001;48.2230982;16.3613666
131;60200467;Eckpergasse;Wien;49000001;48.2333731;16.3165946
132;60200527;Hintere Zollamtsstraße;Wien;49000001;48.211151;16.3865374
133;60200419;Gredlerstraße;Wien;49000001;48.2138866;16.3795126
134;60201198;Schwedenplatz U;Wien;49000001;48.2117975;16.3777339
135;60200034;Althanstraße;Wien;49000001;48.2287416;16.3597496
136;60200034;Althanstraße;Wien;49000001;48.228957;16.3592286
137;60200520;Hietzing U;Wien;49000001;48.1884041;16.3039732
138;60201561;Cumberlandstraße;Wien;49000001;48.1918357;16.3019161
139;60200055;Ameisgasse;Wien;49000001;48.1943927;16.2996703
140;60200780;Leyserstraße;Wien;49000001;48.1983807;16.3025449
141;60200502;Herbeckstraße;Wien;49000001;48.2324517;16.3170258
142;60200026;Alsegger Straße;Wien;49000001;48.2316857;16.3241404
143;60200393;Gersthof S;Wien;49000001;48.2315481;16.3289644
144;60201461;Weinhauser Gasse;Wien;49000001;48.2300401;16.3317581
145;60200101;Aumannplatz;Wien;49000001;48.2284184;16.3363216
146;60200843;Martinstraße;Wien;49000001;48.2266471;16.3417744
147;60201510;Währinger Straße, Volksoper U;Wien;49000001;48.2248218;16.3492933
148;60201288;Spitalgasse;Wien;49000001;48.2224039;16.3530033
149;60201226;Sensengasse;Wien;49000001;48.2207042;16.3555455
150;60201197;Schwarzspanierstraße;Wien;49000001;48.2173404;16.359049
151;60200889;Montleartstraße;Wien;49000001;48.2024702;16.3021497
152;60200187;Burgersteingasse;Wien;49000001;48.2026318;16.2978917
153;60200156;Breitenseer Straße, Braillegasse;Wien;49000001;48.2027755;16.2950709
154;60200156;Breitenseer Straße, Braillegasse;Wien;49000001;48.2026378;16.295053
155;60200187;Burgersteingasse;Wien;49000001;48.2025181;16.2979905
156;60200889;Montleartstraße;Wien;49000001;48.2023564;16.3021766
157;60200780;Leyserstraße;Wien;49000001;48.1978179;16.3022215
158;60200055;Ameisgasse;Wien;49000001;48.1947221;16.2995176
159;60201561;Cumberlandstraße;Wien;49000001;48.1923088;16.3017364
160;60201210;Schöffelgasse;Wien;49000001;48.2316558;16.3260269
161;60200743;Landstraße, Wien Mitte S U;Wien;49000001;48.2055655;16.3854235
162;60200845;Marxergasse;Wien;49000001;48.207176;16.3865554
163;60200527;Hintere Zollamtsstraße;Wien;49000001;48.2108636;16.3870315
164;60201063;Radetzkyplatz;Wien;49000001;48.2109774;16.3895378
165;60200513;Hetzgasse;Wien;49000001;48.2085768;16.3927627
166;60201071;Löwengasse;Wien;49000001;48.2058828;16.3945773
167;60201497;Wittelsbachstraße;Wien;49000001;48.2061163;16.3994013
168;;Prater Hauptallee;;;;
169;60200486;Prater Hauptallee;Wien;49000001;48.2088821;16.4052763
170;60201497;Wittelsbachstraße;Wien;49000001;48.2061702;16.3993923
171;60201071;Löwengasse;Wien;49000001;48.2057571;16.3954487
172;60200513;Hetzgasse;Wien;49000001;48.2082236;16.393149
173;60201063;Radetzkyplatz;Wien;49000001;48.2104027;16.3906517
174;60200527;Hintere Zollamtsstraße;Wien;49000001;48.211151;16.3874717
175;60200845;Marxergasse;Wien;49000001;48.2079183;16.3865644
176;60200743;Landstraße, Wien Mitte S U;Wien;49000001;48.2059906;16.3856571
177;60200732;Kutschkergasse;Wien;49000001;48.2261204;16.3449813
178;60200054;Ameisbachzeile, Hanuschkrankenhaus;Wien;49000001;48.2014463;16.2921514
179;60200764;Lebingergasse;Wien;49000001;48.2040328;16.2901122
180;60200339;Flötzersteigbrücke;Wien;49000001;48.2066551;16.2906692
181;60200846;Matschgasse;Wien;49000001;48.2087085;16.2908129
182;60200983;Ottakringer Bad;Wien;49000001;48.2113066;16.2890971
183;60200846;Matschgasse;Wien;49000001;48.2087445;16.2907051
184;60200339;Flötzersteigbrücke;Wien;49000001;48.2067389;16.2905884
185;60200764;Lebingergasse;Wien;49000001;48.2040688;16.2898966
186;60200054;Ameisbachzeile, Hanuschkrankenhaus;Wien;49000001;48.2012068;16.2921335
187;60200732;Kutschkergasse;Wien;49000001;48.2262042;16.344604
188;60201288;Spitalgasse;Wien;49000001;48.2220628;16.353677
189;60201510;Währinger Straße, Volksoper U;Wien;49000001;48.2248637;16.3493831
190;60200843;Martinstraße;Wien;49000001;48.2265992;16.3427715
191;60200101;Aumannplatz;Wien;49000001;48.2279876;16.3368336
192;60201461;Weinhauser Gasse;Wien;49000001;48.2301299;16.331821
193;60200393;Gersthof S;Wien;49000001;48.2317276;16.3289554
194;60200026;Alsegger Straße;Wien;49000001;48.2316917;16.3247064
195;60200502;Herbeckstraße;Wien;49000001;48.2324517;16.3182475
196;60200438;Guneschgasse;Wien;49000001;48.2362512;16.3535064
197;60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;48.2387223;16.3546472
198;60201030;Pokornygasse;Wien;49000001;48.2408641;16.3554647
199;60200109;Barawitzkagasse;Wien;49000001;48.2442682;16.3556354
200;60201008;Perntergasse;Wien;49000001;48.2487189;16.3551862
201;60200540;Hohe Warte;Wien;49000001;48.2510159;16.3555725
202;60201008;Perntergasse;Wien;49000001;48.2493889;16.3549796
203;60200109;Barawitzkagasse;Wien;49000001;48.2448844;16.3557162
204;60201030;Pokornygasse;Wien;49000001;48.2414026;16.3554737
205;60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;48.2390932;16.3546472
206;60200438;Guneschgasse;Wien;49000001;48.2368196;16.3535872
207;60200405;Glatzgasse;Wien;49000001;48.2339236;16.3528506
208;60200950;Nußdorfer Straße U;Wien;49000001;48.2323918;16.353686
209;60200202;Canisiusgasse;Wien;49000001;48.2282628;16.354746
210;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;48.2251689;16.3546921
211;60201288;Spitalgasse;Wien;49000001;48.2225715;16.3533536
212;60200252;Döblinger Bad;Wien;49000001;48.2512013;16.3569649
213;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;48.2256237;16.3551593
214;60200202;Canisiusgasse;Wien;49000001;48.2279696;16.3549167
215;60200950;Nußdorfer Straße U;Wien;49000001;48.2315301;16.354252
216;60200405;Glatzgasse;Wien;49000001;48.2330201;16.3534345
217;60200747;Lange Gasse;Wien;49000001;48.2149761;16.3513863
218;60201267;Skodagasse;Wien;49000001;48.2152155;16.3491855
219;60200178;Brünnlbadgasse;Wien;49000001;48.2154849;16.3463198
220;60200027;Alser Straße U;Wien;49000001;48.2172207;16.3421337
221;60200988;Palffygasse;Wien;49000001;48.2176995;16.3366719
222;60200276;Elterleinplatz;Wien;49000001;48.2181724;16.3319648
223;60201115;Rosensteingasse;Wien;49000001;48.2192438;16.32706
224;60200508;Hernals, Wattgasse;Wien;49000001;48.2214224;16.3218138
225;60200508;Bahnhof Hernals;Wien;49000001;48.2216558;16.3210143
229;;Bhf.Hls. - Bedarfshaltes;;;;
230;60200508;Hernals, Wattgasse;Wien;49000001;48.2213506;16.3217419
231;60201115;Rosensteingasse;Wien;49000001;48.21913;16.3269701
232;60200276;Elterleinplatz;Wien;49000001;48.2180886;16.332881
233;60200988;Palffygasse;Wien;49000001;48.2175918;16.336645
234;60200027;Alser Straße U;Wien;49000001;48.2171549;16.3420798
235;60200178;Brünnlbadgasse;Wien;49000001;48.2155028;16.3453407
236;60201267;Skodagasse;Wien;49000001;48.2151377;16.3491675
237;60200747;Lange Gasse;Wien;49000001;48.214988;16.3504251
238;60200742;Landesgerichtsstraße;Wien;49000001;48.2144433;16.3570816
239;60201728;Hainburger Straße;Wien;49000001;48.1989795;16.3971555
240;60200540;Hohe Warte;Wien;49000001;48.2513569;16.3553838
241;60200840;Maroltingergasse;Wien;49000001;48.2144134;16.3057699
242;60200840;Maroltingergasse;Wien;49000001;48.2134736;16.3059855
243;60201865;Weinheimergasse;Wien;49000001;48.2136831;16.3111328
244;60201080;Redtenbachergasse;Wien;49000001;48.2133299;16.3144207
245;60200669;Familienplatz;Wien;49000001;48.2134257;16.3185799
246;60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;48.2131923;16.3251016
247;60200456;Haberlgasse;Wien;49000001;48.2117915;16.3305544
248;60200173;Brunnengasse;Wien;49000001;48.2110851;16.3357287
249;60200615;Josefstädter Straße U;Wien;49000001;48.2111689;16.3392591
250;60200019;Albertgasse;Wien;49000001;48.2106182;16.343571
251;60201559;Josefstädter Str. / Lederergasse;Wien;49000001;48.2096664;16.348359
252;60201072;Rathaus U;Wien;49000001;48.2091755;16.3547909
253;60200743;Landstraße S U;Wien;49000001;48.2060983;16.3842647
254;60201450;Hintzerstraße;Wien;49000001;48.2004524;16.3930861
256;60200075;Apostelgasse;Wien;49000001;48.2003686;16.3982335
257;60200653;Kardinal-Nagl-Platz U;Wien;49000001;48.1978598;16.4013147
258;60200765;Lechnerstraße;Wien;49000001;48.1965903;16.4048361
259;60200743;Landstraße S U;Wien;49000001;48.2062121;16.3843365
262;60200765;Lechnerstraße;Wien;49000001;48.1966861;16.4048451
263;60200653;Kardinal-Nagl-Platz U;Wien;49000001;48.1970574;16.4019255
264;60201061;Rabengasse;Wien;49000001;48.1943208;16.3977843
265;60201694;Klimschgasse;Wien;49000001;48.192692;16.395835
266;60200110;Barichgasse;Wien;49000001;48.1983508;16.3948199
267;60201450;Hintzerstraße;Wien;49000001;48.2004105;16.3929963
268;60200245;Stubentor U;Wien;49000001;48.2070682;16.3806534
269;60201072;Rathaus U;Wien;49000001;48.2093072;16.3555725
270;60201559;Josefstädter Str. / Lederergasse;Wien;49000001;48.2096305;16.3491316
271;60200019;Albertgasse;Wien;49000001;48.2105763;16.3443346
272;60200148;Blindengasse;Wien;49000001;48.2110073;16.3407952
273;60200615;Josefstädter Straße U;Wien;49000001;48.2110492;16.3390255
274;60200173;Brunnengasse;Wien;49000001;48.2111031;16.3363934
275;60200456;Neulerchenfelder Str. / Haberlgasse;Wien;49000001;48.2116957;16.3316054
276;60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;48.2134137;16.3269252
277;60200669;Familienplatz;Wien;49000001;48.2135634;16.3194422
278;60201080;Redtenbachergasse;Wien;49000001;48.213324;16.3150135
279;60200601;Johannes-Krawarik-Gasse;Wien;49000001;48.2138627;16.3086714
280;60200688;Kleistgasse;Wien;49000001;48.1935124;16.3909931
281;60200110;Barichgasse;Wien;49000001;48.1981172;16.3949277
282;60200292;Eslarngasse;Wien;49000001;48.1964346;16.3959248
283;60201061;Rabengasse;Wien;49000001;48.1938059;16.3977753
284;60201425;St. Marx S;Wien;49000001;48.1886377;16.3993923
286;60200763;St. Marx S, Leberstraße;Wien;49000001;48.1878472;16.3996438
287;60201148;Viehmarktgasse;Wien;49000001;48.1906739;16.4008027
288;60201425;St. Marx S;Wien;49000001;48.1886796;16.3999493
289;60200417;Grasbergergasse;Wien;49000001;48.1862361;16.4003355
290;60200538;Hofmannsthalgasse;Wien;49000001;48.1850203;16.3998954
291;60200245;Stubentor U;Wien;49000001;48.2073436;16.3802672
292;60201698;Petrusgasse;Wien;49000001;48.1927519;16.3988623
293;60201425;St. Marx S;Wien;49000001;48.1885838;16.399536
294;60201061;Rabengasse;Wien;49000001;48.1943089;16.3975418
295;60200292;Eslarngasse;Wien;49000001;48.1965005;16.3961134
296;60201104;Rochusgasse U;Wien;49000001;48.2022726;16.3908044
297;60201104;Rochusgasse U;Wien;49000001;48.2023444;16.3909122
298;60201471;Weyrgasse;Wien;49000001;48.2049249;16.387795
299;60201078;Raxstraße, Rudolfshügelgasse;Wien;49000001;48.1667496;16.3644478
300;60200136;Gudrunstraße;Wien;49000001;48.1786952;16.3738173
301;60200211;Columbusplatz;Wien;49000001;48.1823011;16.3737544
302;60201349;Hauptbahnhof S U;Wien;49000001;48.1860804;16.3747515
303;60201346;Quartier Belvedere S;Wien;49000001;48.1877094;16.3800875
304;60200300;Fasangasse;Wien;49000001;48.1882544;16.3847048
305;60200736;Kölblgasse;Wien;49000001;48.1908895;16.3857469
306;60201091;Rennweg S;Wien;49000001;48.1943328;16.3864655
307;60200929;Neulinggasse;Wien;49000001;48.1988238;16.3874267
308;60201218;Sechskrügelgasse;Wien;49000001;48.2024702;16.3871932
309;;Praterstern;;;;
310;60200348;Franzensbrücke;Wien;49000001;48.2139106;16.39155
311;60201040;Praterstern S U;Wien;49000001;48.2183579;16.3916039
312;60201130;Rueppgasse;Wien;49000001;48.2205366;16.3864116
313;60200494;Taborstraße;Wien;49000001;48.2221645;16.3827196
314;60200051;Am Tabor;Wien;49000001;48.2255818;16.3839862
315;60201079;Rebhanngasse;Wien;49000001;48.2277721;16.3881364
316;60200578;Innstraße;Wien;49000001;48.2303154;16.3870944
317;60201385;Traisengasse S;Wien;49000001;48.2337501;16.3832316
318;60200500;Dresdner Straße U;Wien;49000001;48.2371906;16.3793689
319;60200569;Höchstädtplatz;Wien;49000001;48.2390154;16.3773387
320;60200363;Friedrich-Engels-Platz;Wien;49000001;48.2440529;16.3802133
321;60200363;Friedrich-Engels-Platz;Wien;49000001;48.2442682;16.3795934
322;60200569;Höchstädtplatz;Wien;49000001;48.2396676;16.3770602
323;60200500;Dresdner Straße U;Wien;49000001;48.2371427;16.379279
324;60201385;Traisengasse S;Wien;49000001;48.2336604;16.3831687
325;60200578;Innstraße;Wien;49000001;48.2307223;16.3864745
326;60201079;Rebhanngasse;Wien;49000001;48.228203;16.3883969
327;60200051;Am Tabor;Wien;49000001;48.2254921;16.3837167
328;60200494;Heinestraße, Taborstraße;Wien;49000001;48.2226074;16.3824231
329;60201130;Rueppgasse;Wien;49000001;48.2204767;16.3857738
330;60200899;Mühlfeldgasse;Wien;49000001;48.220752;16.3891425
332;60200348;Franzensbrücke;Wien;49000001;48.2139046;16.3914602
333;60201063;Radetzkyplatz;Wien;49000001;48.2113126;16.3904361
334;60201218;Sechskrügelgasse;Wien;49000001;48.2014284;16.3873459
335;60200929;Neulinggasse;Wien;49000001;48.1993148;16.3873279
336;60201091;Rennweg S;Wien;49000001;48.1949017;16.3864476
337;60200736;Kölblgasse;Wien;49000001;48.1913386;16.385684
338;60201471;Weyrgasse;Wien;49000001;48.2042005;16.3885676
339;60201346;Quartier Belvedere S;Wien;49000001;48.1877873;16.3799977
340;60201349;Hauptbahnhof S U;Wien;49000001;48.1861223;16.3747246
341;60200211;Columbusplatz;Wien;49000001;48.1824209;16.3736556
342;60200136;Gudrunstraße;Wien;49000001;48.1779764;16.3736825
343;60201058;Quellenplatz;Wien;49000001;48.1760655;16.3735298
344;60200461;Oberzellergasse;Wien;49000001;48.1921231;16.394757
345;60201040;Praterstern S U;Wien;49000001;48.2182083;16.3916039
346;60200941;Nordbahnstraße;Wien;49000001;48.2232717;16.3894929
347;60200051;Am Tabor;Wien;49000001;48.2251031;16.3840221
348;60200944;Nordwestbahnstraße;Wien;49000001;48.2280773;16.3808421
349;60201077;Rauscherstraße;Wien;49000001;48.2307343;16.3753534
350;60201443;Wallensteinplatz;Wien;49000001;48.230094;16.3713828
351;60201444;Klosterneuburger Str. / Wallensteinstraße;Wien;49000001;48.2288373;16.3686519
352;60200357;Friedensbrücke U;Wien;49000001;48.2271438;16.3651306
353;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;48.2255579;16.3611331
354;60200029;Nußdorfer Straße;Wien;49000001;48.2247859;16.3549077
355;60200762;Lazarettgasse;Wien;49000001;48.2192198;16.3518175
356;60200747;Lange Gasse;Wien;49000001;48.2152095;16.3509551
357;60200753;Laudongasse;Wien;49000001;48.2132581;16.3480356
358;60200333;Florianigasse;Wien;49000001;48.2129408;16.3457539
359;60200019;Albertgasse;Wien;49000001;48.2108098;16.3439752
360;60201558;Lerchenfelder Straße;Wien;49000001;48.2086786;16.3393489
361;60200644;Burggasse;Wien;49000001;48.2045238;16.3399508
362;60200646;Westbahnstraße;Wien;49000001;48.2020511;16.3404179
363;60201328;Stollgasse;Wien;49000001;48.1988956;16.3410377
364;60200643;Mariahilfer Straße / Kaiserstraße;Wien;49000001;48.1966742;16.3416306
365;60200615;Josefstädter Straße U;Wien;49000001;48.2116299;16.3395286
366;60200645;Neustiftgasse;Wien;49000001;48.206242;16.3396184
367;60200645;Neustiftgasse;Wien;49000001;48.205781;16.339807
368;60201468;Westbahnhof (Bed.-HS);Wien;49000001;48.1966802;16.3394567
369;60201259;Simmeringer Haide;Wien;49000001;48.1773893;16.4404902
370;60201468;Westbahnhof S U;Wien;49000001;48.1966562;16.3394926
373;60201328;Stollgasse;Wien;49000001;48.1985543;16.3410916
374;60200646;Westbahnstraße;Wien;49000001;48.201608;16.3405886
375;60200644;Burggasse;Wien;49000001;48.2040268;16.3401394
376;60201558;Lerchenfelder Straße;Wien;49000001;48.2082116;16.3394298
377;60200148;Blindengasse;Wien;49000001;48.2107499;16.3404538
378;60200333;Florianigasse;Wien;49000001;48.2123841;16.345152
379;60200753;Laudongasse;Wien;49000001;48.2132401;16.3498682
380;60200747;Lange Gasse;Wien;49000001;48.214563;16.3510629
381;60200762;Lazarettgasse;Wien;49000001;48.2185914;16.3516199
382;60201288;Spitalgasse;Wien;49000001;48.2220269;16.353183
383;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;48.22472;16.3549347
384;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;48.225504;16.361178
385;60200357;Friedensbrücke U;Wien;49000001;48.2271557;16.3653641
386;60201444;Klosterneuburger Str. / Wallensteinstraße;Wien;49000001;48.2284424;16.3680141
387;60201443;Wallensteinplatz;Wien;49000001;48.2297529;16.370781
388;60201077;Rauscherstraße;Wien;49000001;48.2306804;16.3752905
389;60200944;Nordwestbahnstraße;Wien;49000001;48.2280055;16.3807523
390;60200051;Am Tabor;Wien;49000001;48.225528;16.383043
391;60200941;Nordbahnstraße;Wien;49000001;48.2237266;16.3888012
392;60200899;Mühlfeldgasse;Wien;49000001;48.2204348;16.3900588
396;60200436;Gumpendorfer Straße U;Wien;49000001;48.1907937;16.3378128
397;60200827;Margaretengürtel U;Wien;49000001;48.1883263;16.3417115
398;60200077;Arbeitergasse, Gürtel;Wien;49000001;48.1843974;16.3455922
399;60200267;Eichenstraße;Wien;49000001;48.1803784;16.3498592
400;60200849;Matzleinsdorfer Platz S;Wien;49000001;48.1806359;16.3587076
401;60201060;Knöllgasse;Wien;49000001;48.1776409;16.3581686
402;60200914;Neilreichgasse;Wien;49000001;48.1761493;16.3653192
403;60201058;Quellenplatz;Wien;49000001;48.1756162;16.3731076
404;60201095;Reumannplatz U;Wien;49000001;48.1753466;16.3772578
405;60200384;Gellertplatz;Wien;49000001;48.1750291;16.3820818
406;60200001;Schrankenberggasse;Wien;49000001;48.173819;16.3894569
407;60201598;Bernhardtstalgasse;Wien;49000001;48.1764369;16.3612498
408;60200382;Geiereckstraße;Wien;49000001;48.1749992;16.3997157
409;60200484;Geiselbergstraße S;Wien;49000001;48.1746877;16.4063273
410;60201263;Polkorabplatz;Wien;49000001;48.1744361;16.4131365
411;60201598;Bernhardtstalgasse;Wien;49000001;48.1764369;16.3620942
412;60200425;Enkplatz U, Grillgasse;Wien;49000001;48.1740107;16.4161728
413;;Abstellplatz Hlst. 69A (Umleitung);;;;
414;;Abstellplatz 13A Südtiroler Platz (Umleitung);;;;
415;60201263;Polkorabplatz;Wien;49000001;48.1745978;16.4114926
416;60200484;Geiselbergstraße S;Wien;49000001;48.1747596;16.4063273
418;60200382;Geiereckstraße;Wien;49000001;48.1750651;16.399545
419;60201574;Schemmerlstraße, Unterfeld;Wien;49000001;48.1605721;16.4213292
420;60200001;Schrankenberggasse;Wien;49000001;48.1738909;16.3894839
421;60200384;Gellertplatz;Wien;49000001;48.1749453;16.3833304
422;60201095;Reumannplatz U;Wien;49000001;48.1753526;16.3781651
423;60201058;Quellenplatz;Wien;49000001;48.1756881;16.3739969
424;60200914;Neilreichgasse;Wien;49000001;48.1761913;16.3659301
425;60201060;Knöllgasse;Wien;49000001;48.1772635;16.358474
426;60200849;Matzleinsdorfer Platz S;Wien;49000001;48.1805101;16.3592286
